image,xmin,ymin,xmax,ymax,label,confidence
map1560.jpg,20,206,46,232,142,0.6863792538642883
map1560.jpg,206,153,232,179,8,0.8456880450248718
map1560.jpg,148,130,174,156,15,0.9184828400611877
map1560.jpg,72,135,98,161,51,0.9873453974723816
map1159.jpg,48,15,74,41,86,0.3326312005519867
map1159.jpg,18,194,44,220,154,0.34168869256973267
map1159.jpg,194,188,220,214,58,0.42055606842041016
map1159.jpg,117,49,143,75,43,0.4903491139411926
map1159.jpg,64,44,90,70,36,0.822932243347168
map1159.jpg,143,152,169,178,46,0.8843780159950256
map1159.jpg,129,206,155,232,8,0.9198610782623291
map1159.jpg,40,168,66,194,71,0.9904820322990417
map1159.jpg,39,95,65,121,89,0.998079240322113
map2316.jpg,153,19,179,45,63,0.4936528205871582
map2316.jpg,161,197,188,223,63,0.4994455873966217
map2316.jpg,189,154,215,180,46,0.5307245850563049
map2316.jpg,167,31,193,57,132,0.6499916911125183
map2316.jpg,54,168,80,194,71,0.6646332144737244
map2316.jpg,142,216,168,242,27,0.6886793971061707
map2316.jpg,107,118,133,144,8,0.9165762662887573
map2316.jpg,39,186,65,212,8,0.9549015164375305
map422.jpg,43,12,69,39,35,0.38654226064682007
map422.jpg,201,81,227,107,68,0.45856577157974243
map422.jpg,212,158,238,184,132,0.46083518862724304
map422.jpg,161,200,187,226,35,0.4804202914237976
map422.jpg,64,108,90,134,68,0.4993896782398224
map422.jpg,102,17,128,43,30,0.5401194095611572
map422.jpg,16,23,42,49,93,0.8468368649482727
map422.jpg,195,216,221,242,60,0.8535231351852417
map2576.jpg,156,116,182,142,63,0.40032610297203064
map2576.jpg,187,41,213,67,100,0.46945685148239136
map2576.jpg,128,63,154,89,63,0.4959978759288788
map2576.jpg,93,137,119,163,142,0.5843710899353027
map2576.jpg,213,107,239,133,132,0.6452831625938416
map2576.jpg,177,41,203,67,85,0.6477184295654297
map2576.jpg,22,70,48,96,8,0.7815048098564148
map2576.jpg,48,109,74,135,58,0.8301846981048584
map2576.jpg,58,186,85,212,8,0.9272214770317078
map3040.jpg,198,135,224,161,15,0.3495684862136841
map3040.jpg,70,27,96,53,1,0.45220184326171875
map3040.jpg,178,194,204,220,46,0.534933865070343
map3040.jpg,171,28,197,54,101,0.6382180452346802
map3040.jpg,18,20,44,46,63,0.6626377105712891
map3040.jpg,63,88,89,114,27,0.7293762564659119
map3040.jpg,40,70,66,96,71,0.8449543118476868
map3040.jpg,195,30,221,56,132,0.8527750968933105
map3040.jpg,128,88,154,114,46,0.9754295945167542
map116.jpg,198,200,224,226,27,0.31727904081344604
map116.jpg,193,167,219,193,132,0.33688727021217346
map116.jpg,161,64,187,90,71,0.363313227891922
map116.jpg,139,201,165,227,142,0.3679260313510895
map116.jpg,107,96,133,122,132,0.3876541554927826
map116.jpg,206,16,232,42,8,0.43371015787124634
map116.jpg,206,42,232,68,132,0.5325541496276855
map116.jpg,147,157,173,183,47,0.6290491223335266
map116.jpg,71,139,97,165,58,0.9761773943901062
map180.jpg,104,70,130,96,132,0.36812061071395874
map180.jpg,60,189,86,215,1,0.48324283957481384
map180.jpg,70,63,96,89,63,0.6570765972137451
map180.jpg,153,43,179,69,68,0.9415736198425293
map180.jpg,107,64,133,90,132,0.9537520408630371
map180.jpg,177,98,203,124,46,0.987762987613678
map458.jpg,93,103,119,129,35,0.3475291132926941
map458.jpg,107,61,133,87,86,0.38311827182769775
map458.jpg,139,190,165,216,97,0.4456855356693268
map458.jpg,21,118,47,145,46,0.4497813582420349
map458.jpg,156,167,182,194,132,0.4935701787471771
map458.jpg,81,33,107,59,8,0.8050681948661804
map458.jpg,137,171,163,197,101,0.8190412521362305
map3965.jpg,173,150,199,176,25,0.4327775835990906
map3965.jpg,189,168,215,194,63,0.537286102771759
map3965.jpg,171,123,197,149,24,0.646061897277832
map3965.jpg,190,77,216,103,63,0.6609017252922058
map3965.jpg,115,185,141,211,85,0.6618707776069641
map3965.jpg,211,49,237,75,46,0.7346527576446533
map3965.jpg,54,92,80,118,132,0.8094167709350586
map3965.jpg,101,122,127,148,27,0.9707526564598083
map968.jpg,189,62,215,88,63,0.30287790298461914
map968.jpg,75,215,101,241,118,0.31905290484428406
map968.jpg,19,189,45,215,132,0.33554887771606445
map968.jpg,68,109,94,135,46,0.4322804808616638
map968.jpg,78,28,104,54,132,0.4368983805179596
map968.jpg,83,135,109,161,120,0.5163350701332092
map968.jpg,172,147,198,173,132,0.5203992128372192
map968.jpg,64,103,90,129,63,0.6932704448699951
map968.jpg,50,142,76,168,68,0.8733516931533813
map968.jpg,138,161,164,187,46,0.9847074747085571
map2526.jpg,116,110,142,136,46,0.5099853277206421
map2526.jpg,97,209,123,235,132,0.8491381406784058
map1807.jpg,189,173,215,199,46,0.30050015449523926
map1807.jpg,150,216,176,242,27,0.3917466700077057
map1807.jpg,190,137,216,163,118,0.4893435537815094
map1807.jpg,99,28,125,54,8,0.526540219783783
map1807.jpg,173,198,199,224,15,0.6255059242248535
map1807.jpg,179,56,206,82,71,0.6676451563835144
map1807.jpg,107,134,133,160,46,0.6958957314491272
map1807.jpg,81,94,107,120,132,0.7098451852798462
map1807.jpg,57,193,83,219,108,0.8914981484413147
map2215.jpg,90,136,116,162,118,0.32146021723747253
map2215.jpg,152,200,178,226,63,0.3440065085887909
map2215.jpg,135,129,161,155,63,0.38170209527015686
map2215.jpg,147,23,173,49,132,0.407958447933197
map2215.jpg,178,211,204,237,35,0.670055627822876
map2215.jpg,171,182,197,208,67,0.9472752809524536
map2215.jpg,63,68,89,94,86,0.9653944373130798
map2925.jpg,171,67,197,93,15,0.3083553910255432
map2925.jpg,108,103,134,129,24,0.4097287356853485
map2925.jpg,199,163,225,189,118,0.43123313784599304
map2925.jpg,186,131,212,157,63,0.5395300388336182
map2925.jpg,70,30,97,56,60,0.6797757744789124
map2925.jpg,206,170,232,196,118,0.7762508988380432
map2925.jpg,24,208,50,234,71,0.9359460473060608
map2925.jpg,109,138,135,164,27,0.9548916220664978
map2925.jpg,56,68,82,94,63,0.9819552898406982
map2925.jpg,196,188,222,214,46,0.9935693144798279
map1272.jpg,186,156,213,182,25,0.32875537872314453
map1272.jpg,22,104,48,130,142,0.33934253454208374
map1272.jpg,29,109,55,135,63,0.3462299406528473
map1272.jpg,48,71,74,97,8,0.5623818635940552
map1272.jpg,167,208,193,234,46,0.5642871856689453
map1272.jpg,158,62,184,88,8,0.8600462079048157
map1272.jpg,50,39,76,65,15,0.9571923613548279
map595.jpg,179,78,205,104,118,0.4416157007217407
map595.jpg,182,178,208,204,46,0.6857610940933228
map595.jpg,50,190,76,216,132,0.688961386680603
map595.jpg,179,151,205,177,71,0.7190619707107544
map595.jpg,63,102,89,128,72,0.8038082122802734
map595.jpg,43,210,69,236,132,0.8346800208091736
map595.jpg,205,118,231,144,63,0.8670289516448975
map1115.jpg,174,170,200,196,43,0.44582346081733704
map1115.jpg,169,50,195,76,35,0.4718516170978546
map1115.jpg,102,136,128,162,120,0.6397243142127991
map1115.jpg,129,89,155,115,8,0.7011565566062927
map1115.jpg,88,215,115,241,95,0.7248906493186951
map1115.jpg,59,107,85,133,8,0.8414790034294128
map1115.jpg,25,158,51,184,51,0.9372398257255554
map1115.jpg,146,211,172,237,119,0.9439346194267273
map1020.jpg,206,121,232,147,24,0.4871138632297516
map1020.jpg,95,169,121,195,85,0.6617103219032288
map1020.jpg,160,108,186,134,63,0.667555570602417
map1020.jpg,119,24,145,50,71,0.7339300513267517
map1020.jpg,15,55,41,81,142,0.8290300965309143
map1020.jpg,24,32,50,58,80,0.9131968021392822
map1020.jpg,112,141,138,167,86,0.9525443911552429
map2762.jpg,113,155,139,181,15,0.43030959367752075
map2762.jpg,167,218,193,244,46,0.4513196051120758
map2762.jpg,22,193,48,219,132,0.5154283046722412
map2762.jpg,120,87,146,113,1,0.5478559732437134
map2762.jpg,118,42,144,68,68,0.7022238969802856
map2762.jpg,100,127,126,153,101,0.9712237119674683
map2762.jpg,192,77,218,103,15,0.9792950749397278
map2762.jpg,36,63,62,89,51,0.9804094433784485
map3187.jpg,45,56,71,82,120,0.5622525811195374
map3187.jpg,194,30,220,56,142,0.5688911080360413
map3187.jpg,155,107,181,133,63,0.6663499474525452
map3187.jpg,63,24,89,50,30,0.6749719977378845
map3187.jpg,137,74,163,100,132,0.7662234306335449
map884.jpg,143,24,169,50,71,0.45288294553756714
map884.jpg,147,30,174,56,8,0.4912312626838684
map884.jpg,123,141,149,167,27,0.49916428327560425
map884.jpg,206,188,232,214,63,0.5549134612083435
map884.jpg,156,89,182,115,132,0.6656947731971741
map884.jpg,75,101,101,127,100,0.7372304201126099
map884.jpg,131,112,157,138,118,0.7599731683731079
map884.jpg,189,77,215,103,154,0.8195839524269104
map884.jpg,59,39,85,65,8,0.9084022045135498
map884.jpg,216,14,242,40,27,0.9774141311645508
map2003.jpg,127,84,153,110,25,0.371481329202652
map2003.jpg,98,69,125,95,63,0.4096430242061615
map2003.jpg,31,49,57,75,132,0.46567603945732117
map2003.jpg,196,83,222,109,120,0.48087969422340393
map2003.jpg,150,169,176,195,80,0.5982652902603149
map2003.jpg,38,121,64,147,43,0.6142774820327759
map2003.jpg,51,44,77,70,46,0.773436427116394
map2003.jpg,81,62,107,88,71,0.9599097371101379
map2501.jpg,148,168,174,194,132,0.34989991784095764
map2501.jpg,201,32,227,58,63,0.41894641518592834
map2501.jpg,82,141,108,167,93,0.8176862597465515
map2501.jpg,209,156,235,182,132,0.8986128568649292
map2501.jpg,182,176,208,202,118,0.8988000750541687
map2501.jpg,18,188,44,214,36,0.9549387693405151
map4009.jpg,31,19,57,45,46,0.3680082857608795
map4009.jpg,89,74,115,100,63,0.38225752115249634
map4009.jpg,31,109,57,135,63,0.48743104934692383
map4009.jpg,166,130,192,156,132,0.6477429270744324
map4009.jpg,64,68,90,94,108,0.6834081411361694
map4009.jpg,90,97,116,123,132,0.7945855259895325
map4009.jpg,199,122,225,148,15,0.8786090612411499
map79.jpg,39,200,65,226,46,0.36700284481048584
map79.jpg,79,150,105,177,15,0.4579227566719055
map79.jpg,70,181,96,207,15,0.5333004593849182
map79.jpg,111,72,137,98,46,0.6072655916213989
map79.jpg,35,29,61,55,132,0.6312437653541565
map79.jpg,29,68,55,94,132,0.6816383600234985
map79.jpg,51,20,77,46,97,0.9429084658622742
map79.jpg,202,103,228,129,63,0.9770453572273254
map2732.jpg,62,154,88,180,63,0.3076699674129486
map2732.jpg,172,99,198,125,8,0.3656441867351532
map2732.jpg,119,14,145,40,15,0.384913831949234
map2732.jpg,176,77,202,103,43,0.46726346015930176
map2732.jpg,166,218,192,244,132,0.6287736892700195
map2732.jpg,191,158,217,184,15,0.9893921613693237
map2732.jpg,156,151,182,177,46,0.9944890141487122
map3220.jpg,171,44,197,70,27,0.3788577914237976
map3220.jpg,103,140,129,166,132,0.4830624759197235
map3220.jpg,206,139,232,165,46,0.5359634160995483
map3220.jpg,202,17,228,43,60,0.5761081576347351
map3220.jpg,198,117,224,143,154,0.6144855618476868
map3220.jpg,158,95,184,121,132,0.6400930881500244
map3220.jpg,114,18,140,44,120,0.8532238006591797
map3220.jpg,120,192,146,218,154,0.8553515672683716
map3220.jpg,167,50,193,76,27,0.9079959988594055
map3085.jpg,181,78,207,104,58,0.39941033720970154
map3085.jpg,192,57,218,83,25,0.41361600160598755
map3085.jpg,174,58,200,84,8,0.4293085038661957
map3085.jpg,113,52,139,78,132,0.4729381501674652
map3085.jpg,78,173,104,199,154,0.6153197884559631
map3085.jpg,92,116,118,142,132,0.6319906115531921
map3085.jpg,154,90,180,116,46,0.6801802515983582
map3085.jpg,186,87,212,113,58,0.7513250708580017
map3085.jpg,37,29,63,56,142,0.7982912659645081
map1216.jpg,97,30,123,56,118,0.30653852224349976
map1216.jpg,107,12,133,38,86,0.3068850040435791
map1216.jpg,108,174,134,200,46,0.3359531760215759
map1216.jpg,156,141,183,167,1,0.4161396622657776
map1216.jpg,108,189,134,215,46,0.4379671812057495
map1216.jpg,30,72,56,98,46,0.6604048609733582
map1216.jpg,210,166,236,192,132,0.7599946856498718
map1518.jpg,178,57,204,83,132,0.3458113968372345
map1518.jpg,159,103,185,129,25,0.3681451976299286
map1518.jpg,186,97,212,123,46,0.40084439516067505
map1518.jpg,127,168,153,194,27,0.4365609586238861
map1518.jpg,207,213,233,239,132,0.8083235025405884
map1518.jpg,89,207,115,233,93,0.8204650282859802
map1518.jpg,29,107,55,133,25,0.8988695740699768
map1518.jpg,181,135,208,161,71,0.9707186818122864
map1518.jpg,107,97,133,123,100,0.9936366081237793
map3056.jpg,143,158,169,184,63,0.41780853271484375
map3056.jpg,94,189,120,215,1,0.43389469385147095
map3056.jpg,212,193,238,219,43,0.621015191078186
map3056.jpg,21,158,47,184,142,0.6622913479804993
map3056.jpg,23,119,49,145,68,0.7403466105461121
map3056.jpg,117,120,143,146,132,0.7417526245117188
map3056.jpg,153,30,179,56,60,0.905572235584259
map3056.jpg,155,83,181,109,80,0.9566918611526489
map911.jpg,181,186,207,212,57,0.42281654477119446
map911.jpg,136,115,162,141,132,0.5811534523963928
map911.jpg,158,20,184,46,46,0.5855795741081238
map911.jpg,64,24,90,50,44,0.8991197943687439
map911.jpg,13,162,39,188,72,0.9551167488098145
map911.jpg,92,111,118,137,8,0.9939872026443481
map3071.jpg,102,192,128,218,142,0.3237617015838623
map3071.jpg,18,201,45,227,132,0.6822286248207092
map3071.jpg,141,201,167,227,100,0.7880774736404419
map3071.jpg,42,96,68,122,132,0.8595436215400696
map3071.jpg,127,79,153,105,132,0.8933022618293762
map3744.jpg,173,118,199,144,46,0.30657249689102173
map3744.jpg,103,206,129,232,25,0.5061473250389099
map3744.jpg,116,197,142,223,63,0.5177815556526184
map3744.jpg,31,75,57,101,46,0.8316917419433594
map3744.jpg,214,30,240,56,36,0.8810637593269348
map3744.jpg,63,218,89,244,35,0.9221078753471375
map3744.jpg,21,182,47,208,120,0.9360975027084351
map3744.jpg,220,77,246,103,93,0.9844116568565369
map3568.jpg,57,150,84,176,142,0.35564061999320984
map3568.jpg,32,70,58,96,132,0.3942812979221344
map3568.jpg,102,54,128,80,46,0.5346424579620361
map3568.jpg,195,83,221,109,15,0.5433743596076965
map3568.jpg,68,42,94,68,8,0.6129462122917175
map3568.jpg,159,68,185,94,8,0.8258212208747864
map3568.jpg,62,38,88,64,24,0.847048819065094
map3568.jpg,162,58,188,84,93,0.9136542081832886
map3568.jpg,212,63,238,89,97,0.9592218399047852
map2518.jpg,190,159,216,185,132,0.428898423910141
map2518.jpg,138,92,164,118,15,0.44729211926460266
map2518.jpg,108,199,134,225,132,0.5482238531112671
map2518.jpg,34,187,60,213,25,0.5939387083053589
map2518.jpg,131,76,157,102,129,0.7207276821136475
map2518.jpg,110,30,136,56,25,0.9692920446395874
map2518.jpg,16,77,42,103,27,0.9719547629356384
map3573.jpg,150,150,176,176,78,0.4947780668735504
map3573.jpg,202,57,228,83,35,0.5605075359344482
map3573.jpg,140,57,166,83,46,0.5813902020454407
map3573.jpg,57,137,83,163,142,0.8983654975891113
map3573.jpg,124,75,150,101,15,0.9583848118782043
map3573.jpg,172,35,198,61,101,0.9923493266105652
map1775.jpg,58,32,84,59,68,0.38663655519485474
map1775.jpg,44,183,70,209,85,0.44276192784309387
map1775.jpg,134,63,160,89,100,0.527437686920166
map1775.jpg,52,103,78,129,63,0.5657728314399719
map1775.jpg,48,188,74,214,85,0.6348676681518555
map1775.jpg,212,37,238,63,46,0.7068325877189636
map1775.jpg,174,116,200,142,108,0.9631279110908508
map1775.jpg,76,139,103,166,15,0.9830559492111206
map1775.jpg,43,134,69,160,15,0.984434962272644
map1230.jpg,197,74,223,100,71,0.3633039891719818
map1230.jpg,180,90,206,116,132,0.40708330273628235
map1230.jpg,52,57,78,83,46,0.4416429400444031
map1230.jpg,15,89,41,115,60,0.4941861033439636
map1230.jpg,132,21,158,47,27,0.5814703106880188
map1230.jpg,167,35,193,61,78,0.6512253880500793
map1230.jpg,213,48,239,74,132,0.7187129855155945
map1230.jpg,129,89,155,115,71,0.9738970994949341
map3940.jpg,132,17,158,43,46,0.31527939438819885
map3940.jpg,63,55,89,82,132,0.4052019417285919
map3940.jpg,132,130,159,156,63,0.44732993841171265
map3940.jpg,143,201,169,227,63,0.4594094157218933
map3940.jpg,19,50,45,76,118,0.5117711424827576
map3940.jpg,124,161,150,187,71,0.5184262990951538
map3940.jpg,60,92,86,118,46,0.6015105247497559
map3940.jpg,151,206,177,232,44,0.7616931796073914
map3940.jpg,69,189,95,215,27,0.7988710999488831
map3940.jpg,127,169,153,195,8,0.9840999841690063
map329.jpg,42,172,68,198,132,0.33953580260276794
map329.jpg,50,217,76,243,118,0.36299869418144226
map329.jpg,180,162,206,188,68,0.36617809534072876
map329.jpg,38,192,64,218,8,0.45403364300727844
map329.jpg,149,56,175,82,46,0.609639048576355
map329.jpg,214,142,240,168,36,0.6277915239334106
map329.jpg,123,16,149,42,63,0.6821298599243164
map329.jpg,188,136,214,162,132,0.7209411263465881
map329.jpg,168,195,194,221,93,0.9810828566551208
map3307.jpg,217,207,243,233,132,0.4451300799846649
map3307.jpg,131,123,157,149,46,0.46004801988601685
map3307.jpg,100,107,126,133,27,0.5121256113052368
map3307.jpg,121,174,147,200,132,0.5333486795425415
map3307.jpg,54,191,80,217,95,0.940765380859375
map3307.jpg,175,55,201,81,46,0.9493732452392578
map3307.jpg,57,94,83,120,101,0.9732961058616638
map3307.jpg,208,80,234,106,63,0.9848806262016296
map2714.jpg,166,136,192,162,46,0.367552787065506
map2714.jpg,41,155,67,181,46,0.3767240345478058
map2714.jpg,61,208,87,234,132,0.45564043521881104
map2714.jpg,137,37,163,63,35,0.6130273342132568
map2714.jpg,111,19,137,45,43,0.746261715888977
map2714.jpg,63,170,89,196,89,0.9761561751365662
map2714.jpg,69,34,95,60,118,0.9799765348434448
map2714.jpg,166,117,192,143,63,0.982663631439209
map3433.jpg,215,188,241,214,132,0.39510056376457214
map3433.jpg,160,90,186,116,118,0.5220591425895691
map3433.jpg,213,180,239,206,15,0.6087777018547058
map3433.jpg,123,91,149,117,71,0.6325231194496155
map3433.jpg,200,17,226,43,68,0.6442999839782715
map3433.jpg,130,81,156,107,78,0.8030460476875305
map3433.jpg,166,95,192,121,8,0.9128292202949524
map3433.jpg,12,61,38,87,142,0.9626729488372803
map3433.jpg,116,159,143,185,93,0.9698410034179688
map3433.jpg,42,182,68,208,98,0.987357497215271
map2244.jpg,218,202,244,228,46,0.33715638518333435
map2244.jpg,171,44,197,70,44,0.3604902923107147
map2244.jpg,186,197,212,223,132,0.4248512089252472
map2244.jpg,177,79,203,105,15,0.4486406147480011
map2244.jpg,37,23,63,49,63,0.4573529362678528
map2244.jpg,181,87,207,113,15,0.7881554961204529
map2244.jpg,111,50,137,76,35,0.8252099752426147
map3028.jpg,30,98,56,124,132,0.32088351249694824
map3028.jpg,214,119,240,145,132,0.38848912715911865
map3028.jpg,53,123,79,149,80,0.40923410654067993
map3028.jpg,57,44,83,70,63,0.5272150635719299
map3028.jpg,63,200,89,226,80,0.9612926244735718
map2620.jpg,140,68,167,94,1,0.331769734621048
map2620.jpg,147,63,173,89,72,0.35246723890304565
map2620.jpg,108,117,134,143,63,0.3530557155609131
map2620.jpg,108,218,134,244,86,0.41095665097236633
map2620.jpg,215,119,241,145,132,0.5205346345901489
map2620.jpg,30,72,56,98,43,0.6453441381454468
map2620.jpg,186,206,212,233,71,0.65773606300354
map2620.jpg,54,36,80,62,43,0.7974686622619629
map2620.jpg,80,40,106,66,46,0.9274540543556213
map2620.jpg,35,197,61,223,71,0.9821048974990845
map1305.jpg,120,19,146,45,8,0.3142319917678833
map1305.jpg,53,44,79,70,46,0.36663904786109924
map1305.jpg,133,82,159,108,15,0.3692696690559387
map1305.jpg,132,14,158,40,72,0.37577390670776367
map1305.jpg,149,99,175,125,118,0.46907907724380493
